sample_id,proposed_label,source_file,unit_name,start_line,end_line,score,metrics,final_label
fe_cand_063,feature_envy,scikit-learn\sklearn\neighbors\_nca.py,_loss_grad_lbfgs,450,522,11,"self=7,external=18",
fe_cand_064,feature_envy,scikit-learn\sklearn\preprocessing\_polynomial.py,transform,401,576,11,"self=28,external=39",
fe_cand_065,feature_envy,scrapy\scrapy\downloadermiddlewares\httpcompression.py,from_crawler,52,69,11,"self=0,external=11",
fe_cand_066,feature_envy,django\django\contrib\gis\management\commands\ogrinspect.py,handle,111,164,10,"self=0,external=10",
fe_cand_067,feature_envy,django\django\core\management\commands\dumpdata.py,add_arguments,36,101,10,"self=0,external=10",
fe_cand_068,feature_envy,django\django\core\management\commands\shell.py,python,57,112,10,"self=0,external=10",
fe_cand_069,feature_envy,django\django\core\management\commands\showmigrations.py,show_plan,134,176,10,"self=6,external=16",
fe_cand_070,feature_envy,django\django\core\serializers\xml_serializer.py,_handle_m2m_field_node,333,371,10,"self=2,external=12",
fe_cand_071,feature_envy,django\django\db\backends\postgresql\base.py,callproc,450,464,10,"self=1,external=11",
fe_cand_072,feature_envy,django\django\db\migrations\operations\models.py,database_forwards,555,573,10,"self=3,external=13",
fe_cand_073,feature_envy,django\django\db\migrations\operations\models.py,database_forwards,739,763,10,"self=3,external=13",
fe_cand_074,feature_envy,django\django\db\models\functions\datetime.py,resolve_expression,283,338,10,"self=2,external=12",
fe_cand_075,feature_envy,django\django\templatetags\i18n.py,render_token_list,134,146,10,"self=1,external=11",
fe_cand_076,feature_envy,flask\src\flask\cli.py,command,399,413,10,"self=0,external=10",
fe_cand_077,feature_envy,scikit-learn\doc\tutorial\machine_learning_map\pyparsing.py,parseImpl,3438,3473,10,"self=2,external=12",
fe_cand_078,feature_envy,scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,compute,186,304,10,"self=0,external=10",
fe_cand_079,feature_envy,scikit-learn\sklearn\metrics\_pairwise_distances_reduction\_dispatcher.py,compute,324,450,10,"self=0,external=10",
fe_cand_080,feature_envy,scrapy\scrapy\downloadermiddlewares\offsite.py,get_host_regex,51,77,10,"self=0,external=10",
fe_cand_081,feature_envy,scrapy\scrapy\spidermiddlewares\offsite.py,get_host_regex,65,91,10,"self=0,external=10",
fe_cand_082,feature_envy,click\src\click\testing.py,isolated_filesystem,451,479,9,"self=0,external=9",
fe_cand_083,feature_envy,click\src\click\types.py,convert,203,220,9,"self=0,external=9",
fe_cand_084,feature_envy,django\django\contrib\contenttypes\management\__init__.py,_rename,12,37,9,"self=1,external=10",
fe_cand_085,feature_envy,django\django\contrib\redirects\middleware.py,process_response,23,50,9,"self=2,external=11",
fe_cand_086,feature_envy,django\django\db\migrations\optimizer.py,optimize_inner,40,69,9,"self=0,external=9",
fe_cand_087,feature_envy,django\django\forms\fields.py,to_python,699,740,9,"self=1,external=10",
fe_cand_088,feature_envy,django\django\forms\forms.py,__new__,28,53,9,"self=0,external=9",
fe_cand_089,feature_envy,django\django\forms\widgets.py,format_value,1134,1157,9,"self=1,external=10",
fe_cand_090,feature_envy,django\django\middleware\locale.py,process_response,38,80,9,"self=1,external=10",
fe_cand_091,feature_envy,django\django\template\backends\jinja2.py,__init__,17,35,9,"self=3,external=12",
fe_cand_092,feature_envy,django\django\utils\log.py,emit,94,128,9,"self=5,external=14",
fe_cand_093,feature_envy,flask\src\flask\cli.py,get_command,597,622,9,"self=1,external=10",
fe_cand_094,feature_envy,flask\src\flask\testing.py,session_transaction,136,183,9,"self=4,external=13",
fe_cand_095,feature_envy,scikit-learn\sklearn\gaussian_process\_gpc.py,log_marginal_likelihood,335,412,9,"self=7,external=16",
fe_cand_096,feature_envy,scikit-learn\sklearn\gaussian_process\kernels.py,__call__,2035,2096,9,"self=8,external=17",
fe_cand_097,feature_envy,scrapy\scrapy\contracts\__init__.py,_clean_req,158,178,9,"self=0,external=9",
fe_cand_098,feature_envy,scrapy\scrapy\downloadermiddlewares\httpcache.py,from_crawler,52,59,9,"self=0,external=9",
fe_cand_099,feature_envy,scrapy\scrapy\downloadermiddlewares\httpcompression.py,process_response,80,126,9,"self=6,external=15",
fe_cand_100,feature_envy,scrapy\scrapy\extensions\httpcache.py,store_response,317,340,9,"self=7,external=16",
fe_cand_101,feature_envy,click\examples\aliases\aliases.py,get_command,42,68,8,"self=1,external=9",
fe_cand_102,feature_envy,click\src\click\types.py,convert,700,741,8,"self=10,external=18",
fe_cand_103,feature_envy,django\django\contrib\admin\checks.py,_check_exclude_of_parent_model,1244,1273,8,"self=1,external=9",
fe_cand_104,feature_envy,django\django\contrib\gis\sitemaps\kml.py,_build_kml_sources,20,51,8,"self=0,external=8",
fe_cand_105,feature_envy,django\django\contrib\postgres\operations.py,database_forwards,21,41,8,"self=3,external=11",
fe_cand_106,feature_envy,django\django\db\models\fields\json.py,resolve_expression_parameter,481,506,8,"self=0,external=8",
fe_cand_107,feature_envy,django\django\db\models\fields\json.py,process_rhs,510,532,8,"self=1,external=9",
fe_cand_108,feature_envy,django\django\db\models\query_utils.py,check,113,140,8,"self=0,external=8",
fe_cand_109,feature_envy,django\django\middleware\locale.py,process_request,19,36,8,"self=0,external=8",
fe_cand_110,feature_envy,django\django\template\loader_tags.py,render,131,157,8,"self=2,external=10",
fe_cand_111,feature_envy,flask\src\flask\cli.py,convert,773,807,8,"self=1,external=9",
fe_cand_112,feature_envy,requests\requests\sessions.py,rebuild_method,334,354,8,"self=0,external=8",
fe_cand_113,feature_envy,scikit-learn\examples\applications\svm_gui.py,decision_surface,124,131,8,"self=0,external=8",
fe_cand_114,feature_envy,scikit-learn\sklearn\gaussian_process\kernels.py,__call__,1530,1587,8,"self=4,external=12",
fe_cand_115,feature_envy,scikit-learn\sklearn\linear_model\_bayes.py,_update_coef_,429,450,8,"self=0,external=8",
fe_cand_116,feature_envy,scikit-learn\sklearn\linear_model\_glm\glm.py,score,367,440,8,"self=2,external=10",
fe_cand_117,feature_envy,scikit-learn\sklearn\naive_bayes.py,_update_mean_variance,272,343,8,"self=0,external=8",
fe_cand_118,feature_envy,scikit-learn\sklearn\preprocessing\_polynomial.py,_get_base_knot_positions,734,778,8,"self=0,external=8",
fe_cand_119,feature_envy,scrapy\scrapy\core\downloader\__init__.py,_process_queue,162,188,8,"self=3,external=11",
fe_cand_120,feature_envy,scrapy\scrapy\extensions\logstats.py,from_crawler,21,28,8,"self=0,external=8",
fe_cand_121,feature_envy,scrapy\scrapy\utils\serialize.py,default,16,35,8,"self=4,external=12",
fe_cand_122,feature_envy,django\django\contrib\gis\geos\geometry.py,__init__,714,771,7,"self=2,external=9",
fe_cand_123,feature_envy,django\django\core\management\__init__.py,fetch_command,246,276,7,"self=1,external=8",
fe_cand_124,feature_envy,django\django\core\management\commands\migrate.py,describe_operation,490,511,7,"self=0,external=7",
fe_cand_125,feature_envy,django\django\db\backends\mysql\client.py,runshell,64,72,7,"self=0,external=7",
fe_cand_126,feature_envy,django\django\db\backends\mysql\creation.py,_clone_db,62,87,7,"self=1,external=8",
fe_cand_127,feature_envy,django\django\db\backends\mysql\validation.py,check_field_type,38,77,7,"self=3,external=10",
fe_cand_128,feature_envy,django\django\db\backends\oracle\base.py,_output_type_handler,453,485,7,"self=0,external=7",
fe_cand_129,feature_envy,django\django\db\backends\oracle\utils.py,from_datetime,51,60,7,"self=0,external=7",
fe_cand_130,feature_envy,django\django\db\backends\postgresql\client.py,runshell,56,64,7,"self=0,external=7",
fe_cand_131,feature_envy,django\django\db\migrations\questioner.py,ask_initial,27,55,7,"self=4,external=11",
fe_cand_132,feature_envy,django\django\db\models\fields\__init__.py,to_python,1406,1434,7,"self=2,external=9",
fe_cand_133,feature_envy,flask\src\flask\cli.py,group,415,423,7,"self=0,external=7",
fe_cand_134,feature_envy,flask\src\flask\cli.py,list_commands,624,643,7,"self=1,external=8",
fe_cand_135,feature_envy,flask\src\flask\debughelpers.py,__init__,57,78,7,"self=0,external=7",
fe_cand_136,feature_envy,scikit-learn\sklearn\gaussian_process\kernels.py,hyperparameters,715,736,7,"self=2,external=9",
fe_cand_137,feature_envy,scikit-learn\sklearn\impute\_knn.py,_calc_impute,159,204,7,"self=1,external=8",
fe_cand_138,feature_envy,scikit-learn\sklearn\preprocessing\_discretization.py,fit,207,342,7,"self=23,external=30",
fe_cand_139,feature_envy,scikit-learn\sklearn\tree\_export.py,recurse,683,726,7,"self=9,external=16",
fe_cand_140,feature_envy,scrapy\scrapy\commands\__init__.py,add_options,59,92,7,"self=1,external=8",
fe_cand_141,feature_envy,scrapy\scrapy\core\downloader\handlers\datauri.py,download_request,12,21,7,"self=0,external=7",
fe_cand_142,feature_envy,scrapy\scrapy\core\downloader\handlers\ftp.py,_build_response,107,113,7,"self=1,external=8",
fe_cand_143,feature_envy,scrapy\scrapy\downloadermiddlewares\cookies.py,_format_cookie,101,130,7,"self=0,external=7",
fe_cand_144,feature_envy,scrapy\scrapy\downloadermiddlewares\offsite.py,from_crawler,14,18,7,"self=0,external=7",
fe_cand_145,feature_envy,scrapy\scrapy\extensions\spiderstate.py,from_crawler,16,24,7,"self=0,external=7",
fe_cand_146,feature_envy,scrapy\scrapy\middleware.py,from_settings,58,86,7,"self=0,external=7",
fe_cand_147,feature_envy,scrapy\scrapy\spiders\sitemap.py,_get_sitemap_body,88,118,7,"self=2,external=9",
fe_cand_148,feature_envy,scrapy\scrapy\utils\sitemap.py,__iter__,25,39,7,"self=1,external=8",
fe_cand_149,feature_envy,click\src\click\core.py,_parse_decls,3018,3033,6,"self=0,external=6",
fe_cand_150,feature_envy,click\src\click\shell_completion.py,format_completion,390,394,6,"self=0,external=6",
fe_cand_151,feature_envy,click\src\click\types.py,convert,268,304,6,"self=5,external=11",
fe_cand_152,feature_envy,click\src\click\types.py,convert,621,636,6,"self=1,external=7",
fe_cand_153,feature_envy,django\django\contrib\admin\helpers.py,__init__,199,235,6,"self=7,external=13",
fe_cand_154,feature_envy,django\django\contrib\admindocs\middleware.py,process_view,14,33,6,"self=0,external=6",
fe_cand_155,feature_envy,django\django\contrib\auth\apps.py,ready,18,30,6,"self=0,external=6",
fe_cand_156,feature_envy,django\django\contrib\auth\hashers.py,encode,373,385,6,"self=3,external=9",
fe_cand_157,feature_envy,django\django\contrib\auth\hashers.py,decode,387,406,6,"self=2,external=8",
fe_cand_158,feature_envy,django\django\contrib\contenttypes\apps.py,ready,18,22,6,"self=0,external=6",
fe_cand_159,feature_envy,django\django\contrib\gis\gdal\raster\base.py,metadata,61,77,6,"self=1,external=7",
fe_cand_160,feature_envy,django\django\contrib\messages\storage\cookie.py,_update_cookie,94,113,6,"self=2,external=8",
fe_cand_161,feature_envy,django\django\core\mail\backends\smtp.py,_send,141,159,6,"self=2,external=8",
fe_cand_162,feature_envy,django\django\core\management\commands\check.py,add_arguments,12,45,6,"self=0,external=6",
fe_cand_163,feature_envy,django\django\core\management\commands\dbshell.py,handle,27,48,6,"self=0,external=6",
fe_cand_164,feature_envy,django\django\core\management\commands\showmigrations.py,add_arguments,13,54,6,"self=0,external=6",
fe_cand_165,feature_envy,django\django\core\management\commands\sqlmigrate.py,handle,40,83,6,"self=2,external=8",
fe_cand_166,feature_envy,django\django\core\management\commands\test.py,handle,59,71,6,"self=0,external=6",
fe_cand_167,feature_envy,django\django\core\serializers\xml_serializer.py,_get_model_from_node,373,390,6,"self=0,external=6",
fe_cand_168,feature_envy,django\django\db\migrations\serializer.py,serialize_deconstructed,83,94,6,"self=0,external=6",
fe_cand_169,feature_envy,django\django\db\models\enums.py,__new__,12,32,6,"self=0,external=6",
fe_cand_170,feature_envy,django\django\db\models\expressions.py,resolve_expression,1097,1112,6,"self=1,external=7",
fe_cand_171,feature_envy,django\django\db\models\fields\__init__.py,_check_if_value_fixed,1315,1347,6,"self=0,external=6",
fe_cand_172,feature_envy,django\django\db\models\lookups.py,split_parameter_list_as_sql,467,487,6,"self=2,external=8",
fe_cand_173,feature_envy,django\django\db\models\query.py,__iter__,259,273,6,"self=1,external=7",
fe_cand_174,feature_envy,django\django\template\base.py,_resolve_lookup,867,942,6,"self=1,external=7",
fe_cand_175,feature_envy,django\django\template\base.py,render_annotated,958,982,6,"self=1,external=7",
fe_cand_176,feature_envy,django\django\urls\resolvers.py,__get__,131,147,6,"self=1,external=7",
fe_cand_177,feature_envy,django\django\urls\resolvers.py,lookup_str,441,453,6,"self=1,external=7",
fe_cand_178,feature_envy,django\django\utils\archive.py,_archive_cls,63,83,6,"self=0,external=6",
fe_cand_179,feature_envy,flask\src\flask\views.py,dispatch_request,182,191,6,"self=0,external=6",
fe_cand_180,feature_envy,requests\requests\models.py,_encode_files,137,203,6,"self=0,external=6",
fe_cand_181,feature_envy,scikit-learn\examples\applications\svm_gui.py,__init__,154,179,6,"self=9,external=15",
fe_cand_182,feature_envy,scikit-learn\examples\applications\svm_gui.py,onclick,186,191,6,"self=2,external=8",
fe_cand_183,feature_envy,scikit-learn\sklearn\covariance\_empirical_covariance.py,error_norm,289,338,6,"self=1,external=7",
fe_cand_184,feature_envy,scikit-learn\sklearn\externals\_arff.py,_decode_attribute,713,769,6,"self=0,external=6",
fe_cand_185,feature_envy,scikit-learn\sklearn\neighbors\_nca.py,_initialize,370,435,6,"self=8,external=14",
fe_cand_186,feature_envy,scikit-learn\sklearn\utils\_metadata_requests.py,_build_request_for_signature,1369,1404,6,"self=0,external=6",
fe_cand_187,feature_envy,scikit-learn\sklearn\utils\_metadata_requests.py,_get_default_requests,1407,1450,6,"self=0,external=6",
fe_cand_188,feature_envy,scrapy\scrapy\commands\__init__.py,process_options,94,117,6,"self=6,external=12",
fe_cand_189,feature_envy,scrapy\scrapy\commands\__init__.py,process_options,164,177,6,"self=2,external=8",
fe_cand_190,feature_envy,scrapy\scrapy\commands\settings.py,add_options,17,45,6,"self=0,external=6",
fe_cand_191,feature_envy,scrapy\scrapy\downloadermiddlewares\ajaxcrawl.py,process_response,32,55,6,"self=1,external=7",
fe_cand_192,feature_envy,scrapy\scrapy\dupefilters.py,from_crawler,92,109,6,"self=0,external=6",
fe_cand_193,feature_envy,scrapy\scrapy\extensions\debug.py,_thread_stacks,47,54,6,"self=0,external=6",
fe_cand_194,feature_envy,scrapy\scrapy\extensions\httpcache.py,_set_conditional_validators,155,162,6,"self=0,external=6",
fe_cand_195,feature_envy,scrapy\scrapy\logformatter.py,crawled,67,83,6,"self=0,external=6",
fe_cand_196,feature_envy,click\examples\complex\complex\cli.py,list_commands,32,38,5,"self=0,external=5",
fe_cand_197,feature_envy,click\src\click\_compat.py,__init__,53,65,5,"self=1,external=6",
fe_cand_198,feature_envy,click\src\click\shell_completion.py,_check_version,305,328,5,"self=0,external=5",
fe_cand_199,feature_envy,click\src\click\shell_completion.py,get_completion_args,378,388,5,"self=0,external=5",
fe_cand_200,feature_envy,click\src\click\testing.py,make_env,197,204,5,"self=1,external=6",
fe_cand_201,feature_envy,django\django\conf\__init__.py,_show_deprecation_warning,167,174,5,"self=0,external=5",
fe_cand_202,feature_envy,django\django\contrib\admin\checks.py,_check_relation,1275,1281,5,"self=0,external=5",
fe_cand_203,feature_envy,django\django\contrib\admindocs\views.py,get_context_data,398,428,5,"self=1,external=6",
fe_cand_204,feature_envy,django\django\contrib\auth\backends.py,_get_permissions,70,89,5,"self=0,external=5",
fe_cand_205,feature_envy,django\django\contrib\auth\backends.py,with_perm,124,157,5,"self=0,external=5",
fe_cand_206,feature_envy,django\django\contrib\auth\forms.py,get_context,37,57,5,"self=0,external=5",
fe_cand_207,feature_envy,django\django\contrib\auth\tokens.py,_make_hash_value,98,122,5,"self=0,external=5",
fe_cand_208,feature_envy,django\django\contrib\gis\db\backends\oracle\introspection.py,get_geometry_type,18,47,5,"self=1,external=6",
fe_cand_209,feature_envy,django\django\contrib\gis\gdal\field.py,value,187,197,5,"self=1,external=6",
fe_cand_210,feature_envy,django\django\contrib\gis\gdal\raster\base.py,metadata,11,58,5,"self=2,external=7",
fe_cand_211,feature_envy,django\django\contrib\messages\storage\cookie.py,default,18,26,5,"self=1,external=6",
fe_cand_212,feature_envy,django\django\core\management\commands\flush.py,handle,31,92,5,"self=3,external=8",
fe_cand_213,feature_envy,django\django\core\management\commands\runserver.py,add_arguments,39,66,5,"self=0,external=5",
fe_cand_214,feature_envy,django\django\core\serializers\python.py,handle_m2m_field,64,93,5,"self=3,external=8",
fe_cand_215,feature_envy,django\django\db\backends\postgresql\introspection.py,get_constraints,180,299,5,"self=2,external=7",
fe_cand_216,feature_envy,django\django\db\models\constraints.py,_get_check_sql,71,76,5,"self=1,external=6",
fe_cand_217,feature_envy,django\django\db\models\expressions.py,as_sql,955,992,5,"self=5,external=10",
fe_cand_218,feature_envy,django\django\db\models\expressions.py,resolve_expression,1382,1394,5,"self=1,external=6",
fe_cand_219,feature_envy,django\django\db\models\expressions.py,resolve_expression,1459,1471,5,"self=1,external=6",
fe_cand_220,feature_envy,django\django\db\models\fields\related_descriptors.py,get_object,349,366,5,"self=2,external=7",
fe_cand_221,feature_envy,django\django\db\models\sql\compiler.py,prepare_value,1659,1686,5,"self=2,external=7",
fe_cand_222,feature_envy,django\django\forms\fields.py,to_python,525,543,5,"self=2,external=7",
fe_cand_223,feature_envy,django\django\http\multipartparser.py,_parse,131,363,5,"self=23,external=28",
fe_cand_224,feature_envy,django\django\http\response.py,_convert_to_charset,43,80,5,"self=0,external=5",
fe_cand_225,feature_envy,django\django\middleware\common.py,process_request,34,60,5,"self=3,external=8",
fe_cand_226,feature_envy,django\django\middleware\common.py,should_redirect_with_slash,62,74,5,"self=0,external=5",
fe_cand_227,feature_envy,django\django\middleware\common.py,get_full_path_with_slash,76,98,5,"self=0,external=5",
fe_cand_228,feature_envy,django\django\middleware\common.py,process_response,119,143,5,"self=2,external=7",
fe_cand_229,feature_envy,django\django\middleware\common.py,is_ignorable_request,153,178,5,"self=1,external=6",
fe_cand_230,feature_envy,django\django\template\loader_tags.py,render,49,66,5,"self=3,external=8",
fe_cand_231,feature_envy,django\django\utils\archive.py,split_leading_dir,116,126,5,"self=0,external=5",
fe_cand_232,feature_envy,django\django\utils\deprecation.py,__new__,55,83,5,"self=0,external=5",
fe_cand_233,feature_envy,django\django\utils\text.py,search,43,57,5,"self=0,external=5",
fe_cand_234,feature_envy,django\django\views\generic\dates.py,_get_next_month,105,117,5,"self=0,external=5",
fe_cand_235,feature_envy,django\django\views\i18n.py,get_catalog,273,298,5,"self=2,external=7",
fe_cand_236,feature_envy,django\docs\_ext\djangodocs.py,finish,204,224,5,"self=2,external=7",
fe_cand_237,feature_envy,flask\src\flask\views.py,__init_subclass__,165,180,5,"self=0,external=5",
fe_cand_238,feature_envy,scikit-learn\doc\sphinxext\sphinx_issues.py,__call__,131,145,5,"self=1,external=6",
fe_cand_239,feature_envy,scikit-learn\sklearn\_loss\loss.py,predict_proba,932,951,5,"self=1,external=6",
fe_cand_240,feature_envy,scikit-learn\sklearn\_loss\loss.py,predict_proba,1144,1163,5,"self=1,external=6",
fe_cand_241,feature_envy,scikit-learn\sklearn\ensemble\_forest.py,_get_oob_predictions,1087,1109,5,"self=0,external=5",
fe_cand_242,feature_envy,scikit-learn\sklearn\ensemble\_weight_boosting.py,_get_median_predict,1203,1218,5,"self=2,external=7",
fe_cand_243,feature_envy,scikit-learn\sklearn\feature_selection\_base.py,_transform,117,131,5,"self=1,external=6",
fe_cand_244,feature_envy,scikit-learn\sklearn\gaussian_process\_gpc.py,_posterior_mode,414,470,5,"self=9,external=14",
fe_cand_245,feature_envy,scikit-learn\sklearn\gaussian_process\_gpr.py,sample_y,498,535,5,"self=1,external=6",
fe_cand_246,feature_envy,scikit-learn\sklearn\gaussian_process\kernels.py,__call__,2169,2213,5,"self=4,external=9",
fe_cand_247,feature_envy,scikit-learn\sklearn\linear_model\_bayes.py,_update_sigma,816,825,5,"self=0,external=5",
fe_cand_248,feature_envy,scikit-learn\sklearn\linear_model\_least_angle.py,_get_gram,1034,1042,5,"self=0,external=5",
fe_cand_249,feature_envy,scikit-learn\sklearn\metrics\_plot\confusion_matrix.py,plot,81,195,5,"self=12,external=17",
fe_cand_250,feature_envy,scikit-learn\sklearn\metrics\_plot\regression.py,from_predictions,287,405,5,"self=0,external=5",
fe_cand_251,feature_envy,scikit-learn\sklearn\model_selection\_split.py,_iter_indices,1998,2010,5,"self=0,external=5",
fe_cand_252,feature_envy,scikit-learn\sklearn\neighbors\_kde.py,sample,305,356,5,"self=8,external=13",
fe_cand_253,feature_envy,scikit-learn\sklearn\neighbors\_regression.py,predict,225,266,5,"self=6,external=11",
fe_cand_254,feature_envy,scikit-learn\sklearn\preprocessing\_discretization.py,_validate_n_bins,344,367,5,"self=1,external=6",
fe_cand_255,feature_envy,scikit-learn\sklearn\utils\_set_output.py,create_container,113,135,5,"self=1,external=6",
fe_cand_256,feature_envy,scrapy\scrapy\commands\__init__.py,add_options,131,162,5,"self=0,external=5",
fe_cand_257,feature_envy,scrapy\scrapy\commands\shell.py,run,60,88,5,"self=5,external=10",
fe_cand_258,feature_envy,scrapy\scrapy\contracts\__init__.py,tested_methods_from_spidercls,90,97,5,"self=0,external=5",
fe_cand_259,feature_envy,scrapy\scrapy\contracts\__init__.py,extract_contracts,99,110,5,"self=1,external=6",
fe_cand_260,feature_envy,scrapy\scrapy\contracts\__init__.py,from_method,124,156,5,"self=2,external=7",
fe_cand_261,feature_envy,scrapy\scrapy\core\downloader\handlers\ftp.py,_failed,115,125,5,"self=2,external=7",
fe_cand_262,feature_envy,scrapy\scrapy\downloadermiddlewares\cookies.py,_get_request_cookies,132,144,5,"self=1,external=6",
fe_cand_263,feature_envy,scrapy\scrapy\extensions\memdebug.py,from_crawler,19,24,5,"self=0,external=5",
fe_cand_264,feature_envy,scrapy\scrapy\spidermiddlewares\depth.py,from_crawler,22,27,5,"self=0,external=5",
fe_cand_265,feature_envy,scrapy\scrapy\spidermiddlewares\referer.py,from_crawler,316,324,5,"self=0,external=5",
fe_cand_266,feature_envy,scrapy\scrapy\utils\benchserver.py,render,14,27,5,"self=0,external=5",
fe_cand_267,feature_envy,scrapy\scrapy\utils\deprecate.py,__init__,69,82,5,"self=0,external=5",
fe_cand_268,feature_envy,click\src\click\core.py,__init__,1967,1975,4,"self=1,external=5",
fe_cand_269,feature_envy,click\src\click\shell_completion.py,get_completion_args,334,344,4,"self=0,external=4",
fe_cand_270,feature_envy,click\src\click\shell_completion.py,get_completion_args,356,366,4,"self=0,external=4",
fe_cand_271,feature_envy,click\src\click\shell_completion.py,format_completion,368,369,4,"self=0,external=4",
fe_cand_272,feature_envy,click\src\click\types.py,convert,95,117,4,"self=0,external=4",
fe_cand_273,feature_envy,click\src\click\types.py,convert,191,194,4,"self=0,external=4",
fe_cand_274,feature_envy,click\src\click\types.py,convert,596,612,4,"self=1,external=5",
fe_cand_275,feature_envy,click\src\click\types.py,__init__,963,964,4,"self=1,external=5",
fe_cand_276,feature_envy,click\src\click\utils.py,__exit__,204,210,4,"self=0,external=4",
fe_cand_277,feature_envy,django\django\contrib\admin\apps.py,ready,15,17,4,"self=0,external=4",
fe_cand_278,feature_envy,django\django\contrib\auth\admin.py,formfield_for_manytomany,34,40,4,"self=0,external=4",
fe_cand_279,feature_envy,django\django\contrib\auth\backends.py,authenticate,40,53,4,"self=1,external=5",
fe_cand_280,feature_envy,django\django\contrib\auth\backends.py,get_all_permissions,105,110,4,"self=0,external=4",
fe_cand_281,feature_envy,django\django\contrib\flatpages\sitemaps.py,items,7,14,4,"self=0,external=4",
fe_cand_282,feature_envy,django\django\contrib\gis\db\backends\oracle\adapter.py,_fix_polygon,38,50,4,"self=0,external=4",
fe_cand_283,feature_envy,django\django\contrib\gis\db\backends\postgis\operations.py,check_raster,45,90,4,"self=4,external=8",
fe_cand_284,feature_envy,django\django\contrib\gis\db\backends\spatialite\introspection.py,get_geometry_type,29,63,4,"self=1,external=5",
fe_cand_285,feature_envy,django\django\contrib\gis\db\models\functions.py,as_sqlite,126,136,4,"self=1,external=5",
fe_cand_286,feature_envy,django\django\contrib\gis\forms\widgets.py,get_context,58,95,4,"self=8,external=12",
fe_cand_287,feature_envy,django\django\contrib\gis\gdal\driver.py,ensure_registered,80,89,4,"self=0,external=4",
fe_cand_288,feature_envy,django\django\contrib\gis\gdal\geometries.py,__getitem__,562,577,4,"self=3,external=7",
fe_cand_289,feature_envy,django\django\contrib\postgres\fields\ranges.py,value_to_string,114,129,4,"self=2,external=6",
fe_cand_290,feature_envy,django\django\core\files\storage\memory.py,_save,235,250,4,"self=2,external=6",
fe_cand_291,feature_envy,django\django\core\mail\message.py,set_payload,166,176,4,"self=0,external=4",
fe_cand_292,feature_envy,django\django\core\management\__init__.py,main_help_text,209,244,4,"self=3,external=7",
fe_cand_293,feature_envy,django\django\core\management\__init__.py,execute,353,436,4,"self=19,external=23",
fe_cand_294,feature_envy,django\django\core\management\commands\inspectdb.py,add_arguments,18,42,4,"self=0,external=4",
fe_cand_295,feature_envy,django\django\core\management\commands\shell.py,handle,114,139,4,"self=1,external=5",
fe_cand_296,feature_envy,django\django\core\management\commands\sqlmigrate.py,add_arguments,12,31,4,"self=0,external=4",
fe_cand_297,feature_envy,django\django\core\management\commands\test.py,add_arguments,26,57,4,"self=1,external=5",
fe_cand_298,feature_envy,django\django\core\management\commands\testserver.py,add_arguments,11,36,4,"self=0,external=4",
fe_cand_299,feature_envy,django\django\core\serializers\base.py,save_deferred_fields,297,322,4,"self=8,external=12",
fe_cand_300,feature_envy,django\django\db\backends\oracle\base.py,__init__,365,400,4,"self=8,external=12",
fe_cand_301,feature_envy,django\django\db\migrations\operations\special.py,_run_sql,119,133,4,"self=0,external=4",
fe_cand_302,feature_envy,django\django\db\models\expressions.py,as_sql,684,696,4,"self=3,external=7",
fe_cand_303,feature_envy,django\django\db\models\expressions.py,_resolve_output_field,1052,1074,4,"self=11,external=15",
fe_cand_304,feature_envy,django\django\db\models\expressions.py,as_sql,1301,1315,4,"self=1,external=5",
fe_cand_305,feature_envy,django\django\db\models\fields\files.py,pre_save,313,318,4,"self=0,external=4",
fe_cand_306,feature_envy,django\django\db\models\fields\json.py,preprocess_lhs,358,368,4,"self=2,external=6",
fe_cand_307,feature_envy,django\django\db\models\query.py,__iter__,152,188,4,"self=6,external=10",
fe_cand_308,feature_envy,django\django\db\models\sql\subqueries.py,add_update_values,80,102,4,"self=4,external=8",
fe_cand_309,feature_envy,django\django\forms\widgets.py,value_from_datadict,1180,1196,4,"self=3,external=7",
fe_cand_310,feature_envy,django\django\http\multipartparser.py,sanitize_file_name,379,400,4,"self=0,external=4",
fe_cand_311,feature_envy,django\django\template\backends\jinja2.py,get_template,40,48,4,"self=1,external=5",
fe_cand_312,feature_envy,django\django\template\defaulttags.py,render,118,127,4,"self=0,external=4",
fe_cand_313,feature_envy,django\django\utils\archive.py,target_filename,144,149,4,"self=0,external=4",
fe_cand_314,feature_envy,django\django\utils\archive.py,extract,169,199,4,"self=6,external=10",
fe_cand_315,feature_envy,django\django\utils\html.py,trim_punctuation,333,367,4,"self=2,external=6",
fe_cand_316,feature_envy,django\django\utils\html.py,is_email_simple,370,383,4,"self=0,external=4",
fe_cand_317,feature_envy,django\django\utils\text.py,_truncate_html,215,301,4,"self=3,external=7",
fe_cand_318,feature_envy,django\django\views\generic\base.py,as_view,81,123,4,"self=2,external=6",
fe_cand_319,feature_envy,django\django\views\i18n.py,get_paths,221,235,4,"self=0,external=4",
fe_cand_320,feature_envy,django\django\views\i18n.py,render_to_response,307,323,4,"self=0,external=4",
fe_cand_321,feature_envy,flask\src\flask\json\provider.py,load,67,73,4,"self=1,external=5",
fe_cand_322,feature_envy,requests\requests\models.py,path_url,86,104,4,"self=1,external=5",
